ID,Eigenvector_Centrality,Essentiality
33591,0.0348743768152752,0
34711,0.0348216605065394,1
31631,0.0348013233583032,0
32996,0.0347842308846632,0
32710,0.0347506385890485,1
35097,0.034727365448368,1
36625,0.0346746452817323,0
31957,0.0346402376808439,1
32213,0.0346171961532017,0
33246,0.0345503909744508,1
34576,0.034419056737008,1
32041,0.0344189051733569,1
34392,0.0343432695067216,0
35413,0.0343301906029079,1
34362,0.0342572711330699,1
36918,0.0342031705420794,1
32529,0.0341517484439163,0
34429,0.0341235582747916,0
31825,0.0341179243705427,1
36540,0.0339904081485886,1
35540,0.0339714114855014,0
36219,0.0339543919335852,0
32835,0.0339502556532561,1
31916,0.0337950918153801,1
32764,0.0337661423936033,1
31960,0.0336495890593614,1
32241,0.0335992896804344,1
33440,0.0335987609253429,0
35805,0.0335334421901765,0
31579,0.0333932157453677,1
32692,0.0332038399643294,0
34085,0.0331852991722467,0
35850,0.0331762825452704,1
33467,0.0331186162347872,0
33675,0.033099109471873,1
35441,0.0330903812489997,0
32219,0.0329923668094696,1
35831,0.0329079143256258,0
31351,0.0328220395012003,1
34084,0.0327276551544043,1
30946,0.032706938729656,0
31786,0.0327042991603911,0
31700,0.0326764103700965,0
35819,0.0325770419546605,1
32289,0.0325293077476466,1
31638,0.0325080961456043,1
31014,0.0324413840758832,0
31453,0.0324282894205938,0
32388,0.0323882202349242,1
31016,0.032385367130724,0
31040,0.0323463973360704,0
35721,0.0323362477936343,1
34967,0.0323018688722316,1
30927,0.032278416216522,1
33797,0.0322535665822173,1
31160,0.0321941758766756,0
33639,0.0321870870790134,0
35688,0.0321796203508231,0
31755,0.0321401707697767,0
34385,0.0321273617870545,0
36639,0.0321040349184739,0
32537,0.0320698398421338,0
31724,0.0320466330469369,1
34091,0.0319721042303892,0
36905,0.0318856406545966,0
32665,0.0318182892379203,0
34513,0.0317918436448406,1
33320,0.0317662844263703,0
36611,0.0317644526738043,0
35040,0.0317161542729277,0
33991,0.0317047709013316,1
32277,0.0316984854569756,0
36302,0.0316801184462696,0
32561,0.0315852947790384,1
31320,0.0315743460571677,1
32801,0.0314940590338293,0
31914,0.031447597047769,1
35744,0.0314094118111859,0
33136,0.0313622749670238,0
34280,0.0313509035534833,0
31352,0.031309744137383,0
34997,0.0312812846576541,1
33981,0.0312609187730952,0
32052,0.031250839404367,0
30968,0.0312300660132654,0
31502,0.0312013778196857,0
35577,0.0311891612184494,1
31610,0.0311408115753473,1
36269,0.0311082563117886,1
35708,0.0311081186756385,1
31717,0.0310993425945431,1
34902,0.0310200285931659,0
31360,0.030991989201526,0
36458,0.0309791189170788,0
34479,0.0309710980859301,0
35620,0.0309225089602805,1
31882,0.0308910935219923,0
31391,0.0306664559708891,0
35972,0.0305701453083297,0
34455,0.0305446720159311,1
36271,0.0305047962846383,1
31788,0.0304847413183627,0
32364,0.0304436090134564,1
34599,0.0303955795297426,1
35002,0.0303809802845469,1
31667,0.030335266483942,0
35049,0.0302725368181452,0
32871,0.0302396040845633,0
34611,0.030199696788204,0
35402,0.0301740812444524,0
33726,0.0301659935394578,1
32028,0.030133928681305,1
33579,0.0301287689277471,0
33874,0.0301158043053787,0
33224,0.0301155822915549,1
33405,0.0300428123513366,0
36310,0.0300384057508257,0
31792,0.0300340027617269,0
36473,0.0300054064283282,0
35743,0.0299716260716169,0
34916,0.0299059623934343,0
31543,0.0298927447946386,1
33503,0.0298858815579237,0
34487,0.029870630112217,0
35796,0.029866593275038,0
36201,0.0298444728679537,0
35161,0.0297995086645008,0
36242,0.0297278797934028,0
34752,0.0297144527919768,0
34639,0.0296950521681924,1
34644,0.029657022021823,1
35773,0.0296565351891036,0
36408,0.0296414699551191,1
32119,0.0296000399633841,1
32511,0.0295905678505755,0
35141,0.0295231669702873,0
35783,0.0295087183505297,0
33121,0.0295067987339742,1
35603,0.0295003438788596,0
31249,0.029497380966597,0
32363,0.029483999542821,0
36104,0.029461271948197,1
32354,0.0294503833164698,1
36877,0.0294180338859541,1
33481,0.0294029544535953,0
31147,0.029396895121455,1
36210,0.0293669069599791,0
34398,0.0293219591393571,0
31033,0.0293030524052278,0
33822,0.0290212113890042,1
35254,0.0290067487427024,0
33238,0.0289933300202274,1
35476,0.0289507023084712,1
36030,0.0289226934442426,1
34021,0.0288883927154459,0
36728,0.028865532226161,0
33814,0.0288340199943095,1
36100,0.0288265988572771,0
36598,0.028800597392963,1
32505,0.0287680671002107,0
30951,0.0287485421149992,0
36838,0.0286965509994706,1
35980,0.0286784046924781,1
33044,0.0286735748593742,0
31643,0.0285998984662473,0
31607,0.0285952301356346,0
36600,0.0285403589961987,1
34293,0.0285401787038089,0
32890,0.0285398302349475,1
36075,0.0285046611721499,0
33383,0.0285001665727439,0
35959,0.0284826512738282,0
33610,0.0284788664973803,0
35256,0.0284444317112639,0
35835,0.0284390444325377,0
31601,0.0284332434532185,0
33843,0.0284155791232387,0
36346,0.0284096120099771,0
33730,0.0283921077469591,0
31138,0.0283753897393774,1
36005,0.0283478804787546,0
32949,0.028319873222484,1
32342,0.0282641764606541,0
32522,0.0282491999289387,0
35077,0.0282336157834916,1
31384,0.0282085035785556,0
35137,0.0281915550930247,0
32454,0.0281855622143334,0
33667,0.0281615151638939,1
32297,0.0281361526736488,1
36193,0.0280911458316463,1
31209,0.0280764103043552,1
33205,0.0280662229240183,0
33829,0.0279924666556086,0
32044,0.0279896841765484,1
31612,0.0279583598746943,0
36350,0.027952393173617,1
33831,0.0279200772540435,0
33227,0.0278745195927301,0
34494,0.0278702478390425,0
31742,0.0277956947165438,0
32243,0.0277950365065002,1
32117,0.0277701615946704,1
33232,0.0277696410818345,1
34469,0.0277556462988487,0
33086,0.0277350469784231,0
33573,0.0277297789192352,0
36925,0.0276815797842886,1
34152,0.0276746448183038,0
33519,0.0276689020644656,0
31195,0.0276642885372522,1
34745,0.0276543901170671,0
36095,0.0276401267871979,0
31740,0.0275766891784689,0
36698,0.0275715802940083,0
36525,0.0275335804076074,0
32183,0.0274965405980539,0
33817,0.0274714897434797,0
35101,0.0274712660016954,1
32266,0.0274296032161529,1
35532,0.027411751730482,0
33404,0.0273961270579567,1
33453,0.0273630107022593,0
34862,0.0273605786104991,1
36355,0.0273311755661391,1
36299,0.0272800538795835,1
36749,0.027270530739353,1
36200,0.0272382880820415,0
34518,0.027202914380438,0
36866,0.0271812022685231,0
35145,0.0271207266518808,0
31879,0.0271085435061258,0
32420,0.0270649051840477,0
31289,0.0270547082899649,0
35046,0.0270271168132103,0
35746,0.027024130978394,0
31604,0.0269791548333225,0
35957,0.0269666857443893,1
36917,0.0269643146394888,0
34199,0.0269488262865543,1
32166,0.026896201264187,0
32191,0.0268863584275119,0
32450,0.0268533842731185,1
33925,0.0267864266109978,1
33816,0.0267655979002673,0
34651,0.0267616445217986,1
34213,0.0267183351467002,0
34441,0.0266966468549297,0
35293,0.0266008752461392,1
36490,0.0265742079077986,1
31222,0.0265542934452898,1
35456,0.0265361116193686,1
33671,0.0264883134832054,1
31210,0.026392366042549,1
35401,0.0263313646687416,0
36274,0.0263216800523613,1
33102,0.0263177627011328,0
34568,0.0262979123007071,1
36552,0.0262525989342798,0
34133,0.0262509045101505,0
34032,0.0262088008319471,1
36622,0.0261865786003488,1
34535,0.0261776900873907,0
35492,0.0261590173290852,0
31954,0.0261244201208645,1
36930,0.0261204618681382,0
34664,0.026062321850285,0
34241,0.0260516080386613,1
31387,0.0260239186217288,1
33681,0.0258366212583488,1
34127,0.0258347529265538,0
31245,0.0258270157310241,0
36354,0.025799011452396,1
35376,0.0257579050986828,1
32691,0.0257493736968538,0
33341,0.025723529715294,1
32807,0.0257123924224208,0
31109,0.0256894852438555,1
35993,0.0256732354493875,1
32891,0.0255819941676587,0
31689,0.02557758089201,1
33628,0.025550649554531,0
30980,0.0255480449353892,0
35346,0.025513874893874,1
35211,0.0254877756383538,0
34724,0.0254698406019648,1
32751,0.0254663056991683,1
34528,0.0254526059833369,0
32897,0.0254173671547127,0
31594,0.0253440128997883,0
31265,0.0253059671879944,1
36009,0.0252973040067529,0
34101,0.0252268598394238,0
35541,0.0251922754172961,0
36841,0.0251915889671128,0
33847,0.0251792698468364,1
34248,0.0251435787683225,1
33193,0.025096573453705,0
30971,0.0250278791779472,0
30926,0.0249781270621113,0
33794,0.024959585926067,0
34162,0.0249110784163746,0
35587,0.0248608293994822,0
34403,0.0248530466998929,0
36830,0.0248510631171052,0
35591,0.0248242610574833,0
36729,0.024802436282603,1
35024,0.0247994728226777,0
35927,0.0247723947567586,1
34099,0.0247701240009957,1
31986,0.024769418147061,0
32458,0.0247455233791669,1
32441,0.0247148882282829,1
35146,0.0247109641573537,1
33424,0.0246992250413947,1
35414,0.0246871930576723,1
31859,0.0246388179961693,0
32867,0.024565839110869,1
36693,0.0245562925978377,0
35606,0.0245193316435782,1
33364,0.0244848628355014,1
36362,0.0244756979603939,1
35250,0.0244741780264687,0
36837,0.0244686961675105,0
35064,0.0244423651669164,1
36391,0.0244305505952954,0
36061,0.0244268598252942,0
34747,0.0244257407082198,1
34447,0.0244103679958568,1
32624,0.0243069498159985,0
31509,0.024300301847524,0
36256,0.0242990866236483,1
34950,0.0242630222137912,0
31278,0.0242567849547192,1
31632,0.0242488780049578,0
36395,0.0242374857238515,0
33665,0.0242334076181281,0
36861,0.0242193188063747,0
36231,0.0242023624083508,0
34440,0.0241953729533919,0
35717,0.0241905973321222,0
32786,0.0241767640820073,0
31133,0.0241156230702031,0
35976,0.0240855685971029,1
33131,0.0240741569736073,1
33062,0.0240584796087422,0
34419,0.024055689770361,0
32415,0.0240520903819642,0
33166,0.0240057161991112,0
31300,0.0239824878755213,1
33776,0.0239779137979185,1
31930,0.0239744966972604,1
31182,0.023936717041981,1
34179,0.0239318859145531,0
34541,0.0239269788313844,0
36079,0.0238841173633771,0
35300,0.023834319845789,0
33186,0.0237845706890267,1
36353,0.023782687583383,1
31962,0.0237799428118573,0
35810,0.0237565031612431,0
31907,0.023727841789464,0
32641,0.0236995431608266,0
32203,0.0236718558265817,0
32182,0.0236597415371268,0
35861,0.0236527429778112,1
36026,0.023614042050716,0
32026,0.0236031373648215,1
35357,0.0235948298572952,1
36087,0.0235819054120283,1
31467,0.0235765532576908,0
35288,0.0235754424250112,1
35014,0.0235396827101063,0
31139,0.0234461541790278,1
32144,0.0234317006674122,1
34942,0.0234298646126365,1
34502,0.0234102753539062,1
32129,0.0233327604398966,0
31058,0.0233202692891924,0
32023,0.0233133042893322,0
33748,0.0233020834958888,1
36169,0.0232775742754208,0
36601,0.0232735412364859,0
33666,0.02324658072794,1
31463,0.0232333996243283,0
32392,0.0232303380829862,0
34547,0.023223528349321,1
31330,0.0232128292812648,0
35221,0.0232066531292188,1
32329,0.0231910943190203,0
33431,0.0231822016775795,1
33340,0.0231798766050168,0
32136,0.0231409086871347,0
33606,0.0231375330737223,0
34123,0.0231365606371916,0
33040,0.0230974091679003,0
36759,0.0230879449280181,1
33250,0.0230851892998373,0
31266,0.0230807393857046,0
32827,0.0230300968644078,0
36931,0.0229977382593937,0
32368,0.0229974384936497,0
33839,0.0229842502197582,0
35268,0.0229475246528141,1
32549,0.0229288291587899,1
36403,0.0229270461527886,0
33920,0.0229231095952368,1
32417,0.0229109193271717,1
35070,0.0228957837323393,0
32456,0.0228871510790119,1
32038,0.0228726532536927,1
36439,0.0228277023627686,0
33049,0.0228153342222213,1
36516,0.0228150512335648,0
36776,0.0228102429770618,0
32179,0.0228042691232627,1
33349,0.0227646205850517,0
34022,0.0227522367851082,1
36393,0.0227482519199874,0
35829,0.0227001815556687,1
32495,0.0226922992618323,0
32115,0.0226504055403205,1
32864,0.0226420223906312,0
32983,0.0226305822757565,0
34323,0.0226019408751856,1
36025,0.0225752980281742,0
31633,0.0225538608461435,0
35543,0.0225245269197321,0
36679,0.0225135492562497,0
35658,0.0224981219278575,1
34483,0.022483591571179,0
31828,0.0224812863575881,1
32648,0.0224635292838802,1
36434,0.02245217359735,1
31215,0.0224141007569536,0
30973,0.0223890940652366,0
36397,0.0223635254394485,0
35659,0.0223466874599499,0
35200,0.0223046021899182,1
36840,0.0222998382206618,1
31581,0.0222908154778639,1
32794,0.0222729339492128,1
36551,0.0222711170387338,1
34449,0.0222377002514467,1
32208,0.0222140088221332,0
32103,0.0222005168849219,0
34930,0.0222000866921934,1
31208,0.02218064233598,1
36099,0.0221758094237191,1
31148,0.0221603415840663,0
34156,0.0220749329360991,0
33139,0.0220539710807645,1
32656,0.0220513594172311,1
31621,0.0220371656648222,0
31017,0.0220197638261173,0
34605,0.0220139443723731,1
34424,0.022010975732191,1
31298,0.0219943240675142,0
36129,0.0219711054126246,0
33965,0.0219432389914242,1
34650,0.0219364071444796,1
33323,0.0219237020598604,0
31217,0.021875656047569,1
33124,0.0218729252075128,0
34944,0.0218488895761762,1
35170,0.0218059018767357,0
34212,0.0217954818634097,1
33158,0.0217937687504357,1
31115,0.0217746426131608,0
31362,0.0217718038202977,0
33110,0.0217699368718053,1
34543,0.0217337208834942,0
33164,0.0217161697559386,0
36678,0.0217124147963908,0
32530,0.0217042939841296,1
34628,0.0216745396893974,1
36987,0.0216692520255104,0
33895,0.0216607293418196,0
34057,0.0216455006761917,0
36674,0.0216053808769769,1
31919,0.0216048131831837,0
36351,0.0215878063280378,0
35446,0.0215614461055351,1
31108,0.0215540529496928,1
31153,0.0215368302179421,1
33203,0.0215195860885359,0
31349,0.0215138824359369,1
31419,0.0215118001483607,0
36133,0.0215045826952242,0
35083,0.0214985711187203,0
35968,0.0214892161793832,1
31121,0.0214528801825475,0
36517,0.0214511372221002,1
31172,0.0214016876713649,0
31456,0.021383255816356,1
35797,0.0213418911896164,0
35644,0.0213359968782948,1
35045,0.0213312206206084,1
33896,0.0213055070287624,0
34268,0.0212959501967638,1
32536,0.0212719336125644,0
33074,0.0212658701169207,1
33189,0.0212528150672862,0
32200,0.0212168679998115,0
32341,0.0211842267212948,1
36147,0.0211428174210609,0
34399,0.0211414230496778,1
35733,0.0211283375149791,0
33063,0.0211118847086543,0
36588,0.0211045453458068,0
32143,0.0210786688567265,1
33762,0.0210642972911821,1
34842,0.0210584576533685,1
31460,0.0210412897254921,0
33342,0.0210318641020904,1
31790,0.021013527390469,0
32047,0.0210011107032267,1
32608,0.0209976335346373,1
32107,0.0209935428846501,1
32662,0.020978975251186,1
33701,0.0209688577712912,0
36513,0.0209546619705329,0
35418,0.020910161611184,1
33753,0.0209094247614281,0
33176,0.0208996014920511,1
35322,0.0208877104078166,1
33079,0.020875492497757,0
32620,0.0208088802992187,1
34460,0.0208012292880387,0
35635,0.0207790155208228,0
31187,0.0207788891506465,0
35474,0.0207595709501167,0
34361,0.0207586605752384,0
33633,0.0207383624807825,1
35931,0.0207359300458855,1
33692,0.0207285232836574,0
31853,0.0207270327063715,0
32712,0.020716284289135,1
32782,0.0207043440984133,1
35305,0.0206941995150933,1
33127,0.0206824176529244,0
33027,0.0206710853410881,0
32832,0.020668195553137,0
34996,0.0206646102611567,0
34334,0.0206380518977631,0
35621,0.0206314270515698,0
32473,0.0206247663134421,0
31226,0.0206099614687347,0
36273,0.0206000712335794,1
33919,0.0205927975324541,0
35795,0.0205734680579821,0
35527,0.0205728084824935,1
36022,0.0205724178378274,0
34699,0.0205691880424312,0
33235,0.0205618856876017,1
35394,0.0205496850228474,0
33240,0.0205468336193277,0
35766,0.0205416757590767,0
32600,0.0205325287026352,0
36349,0.0205168629243751,1
32899,0.020487304763509,1
35878,0.0204532060790286,1
31630,0.0203941005577397,0
32678,0.0202473595958579,1
34285,0.0202472157940584,0
36740,0.0202451406080786,1
31229,0.0201867768462056,0
36001,0.0201775507537556,0
35380,0.0201590163247985,0
36088,0.0201573544828765,1
33621,0.0201484278593861,0
33823,0.0201373873703713,0
35251,0.0201371630583193,1
33575,0.0201337142532829,0
31901,0.0201257794015082,1
36562,0.0200874436806451,0
35770,0.0200849485044218,0
35329,0.0200723044608162,0
31123,0.0200688179770559,0
33647,0.0200561538293711,1
34110,0.020047815066296,1
33978,0.020037632058739,0
32490,0.0200262930318091,1
33652,0.0200205709033864,1
31658,0.0200027297341832,0
32270,0.0199979440415804,0
34079,0.0199860666518448,0
31918,0.0199777431640061,1
31946,0.0199748056810112,0
35568,0.0199723564257731,1
35951,0.0199556947363239,0
32962,0.0199493625329669,0
36440,0.0199257028980188,0
31065,0.0199252346768573,1
34337,0.0199221251452002,0
32347,0.0199113936136355,0
31339,0.01990454522376,0
33983,0.0199036690496025,1
34594,0.019875748601558,0
31697,0.0198657471391412,1
30967,0.0198589640106315,1
35725,0.0198495513203397,0
35929,0.0198327876548754,1
31602,0.0198144198761483,1
37085,0.0198074121097746,0
36023,0.0198061679880701,1
33376,0.0197835131829275,1
35003,0.0197443912531171,1
34957,0.0197334462762171,0
36803,0.0197242193257364,0
35907,0.0196965948893041,0
34753,0.019657069374217,1
32376,0.0196308509025073,0
33483,0.0196202553671225,0
35712,0.0195952044989101,1
32874,0.0195825785158552,0
32735,0.0195689183295152,0
36014,0.0195553695298578,1
35569,0.019549805823771,0
36389,0.0195419310325257,0
36702,0.0195160971977524,0
31327,0.0194963324679874,0
32280,0.0194601836812171,1
35801,0.0194290927081955,0
31961,0.0194058134117257,0
32855,0.0194045635402934,0
32276,0.0193932271610564,1
36137,0.0193605927891698,0
31642,0.0193386202361054,0
33729,0.0193021040517776,0
36544,0.0192999470489931,0
31959,0.0192864061764764,1
36096,0.0192705834295195,1
33515,0.0192488750298793,1
36712,0.0192466787426673,0
36733,0.0192274127326675,1
31699,0.0192211629965787,1
31839,0.0192176468983109,1
35205,0.0192120804974512,1
36157,0.0192007915257418,1
32040,0.0191852922981168,1
33066,0.0191618693593162,0
33032,0.0191275782545389,1
34225,0.0190991663395769,0
36668,0.0190952078587575,0
33585,0.0190413895409631,0
33149,0.0190382377899097,0
35823,0.0190265452091161,1
32024,0.0190156920077692,0
34500,0.0190050595208746,1
34640,0.0190010702520376,1
36910,0.0189923567717126,1
32027,0.0189662865817224,1
33931,0.0189417255220906,0
33116,0.018909018593729,0
36499,0.0188895627658667,0
31336,0.0188834877982039,0
36853,0.0188778977814151,0
32428,0.0188772137175478,0
31710,0.0188409390138757,0
35470,0.018820681450208,1
34289,0.0188184749708555,0
34468,0.0188044406666262,0
35407,0.0187629431355215,1
36865,0.0187573905890625,0
36745,0.018718162056688,1
34023,0.0187089726416441,0
34858,0.0187060341721672,0
32842,0.0186985631176674,1
33153,0.0186975447886156,1
31214,0.0186952067852571,0
31032,0.0186950801206377,1
35636,0.0186853458605244,0
31026,0.0186791993460596,0
33418,0.0186637475085493,0
32215,0.0186512516790195,1
32879,0.0186271921276214,0
34308,0.0186249311744544,1
31945,0.01862387296221,0
36711,0.0186154710063873,1
36697,0.018594685082947,1
33785,0.0185894810480155,0
32017,0.0185622300259868,0
36257,0.0185580054560868,1
34658,0.0185557002709635,0
31422,0.0185045962265461,1
33873,0.0184764930947968,0
35276,0.0184761975827789,0
36914,0.0184544526432919,0
32682,0.0184518982276892,0
34984,0.0184390628735343,0
34217,0.0184029371864583,1
35078,0.0183994209931845,1
35594,0.0183575437219749,1
36717,0.0183570186373257,0
32780,0.0183560823813024,0
33045,0.0183517140789789,0
34405,0.0183449336736024,0
31198,0.0183351601345975,0
34190,0.0183232218916315,0
31801,0.0182980030724545,1
32647,0.0182884333062089,0
36462,0.0182811241680347,0
33938,0.0182796542054645,0
35842,0.0182632035643364,1
33739,0.0182593684984823,1
113164,0.0182479567308922,0
32650,0.0182478282959436,0
33825,0.0182425799013554,1
34051,0.0182326078976315,0
31645,0.0182258001558464,0
34718,0.018223881915585,1
33531,0.0181899943463597,0
32793,0.0181776563683053,1
34444,0.0181386546603596,0
31041,0.0181337843371698,0
36399,0.0181314021191405,0
32130,0.0181259254306754,0
33629,0.018095130055493,0
32836,0.0180917147224567,1
34955,0.0180861183094017,0
31128,0.0180827381980397,0
35102,0.0180805282463284,1
35559,0.0180657828079702,1
32547,0.0180623075894419,0
36451,0.018035429807409,0
32995,0.018033956822424,1
31559,0.0180300159308823,0
31383,0.0180241122469512,0
36220,0.0180111703655857,0
35000,0.0180025519942732,1
36624,0.0180021510902183,1
35153,0.0179730144497717,0
36498,0.0179702093710246,0
36155,0.0179507902517479,0
32066,0.0179092925182553,1
33204,0.0178888652283923,1
34063,0.0178750861855792,0
35665,0.0178735374033324,1
36630,0.0178724304567991,1
34395,0.0178660278553813,0
33992,0.0178548571014646,1
36429,0.0178488109168689,0
34743,0.0178463042424576,0
32703,0.0178365799094711,1
35245,0.0178362242620886,1
36817,0.0178355299919294,0
35157,0.0178136724829349,0
31066,0.0177931311804631,0
31741,0.0177910445259223,1
32498,0.0177890168845362,0
34464,0.0177618209274034,0
34600,0.0177542166067273,0
33386,0.0177438752468755,1
35615,0.0177322317305116,1
32781,0.0177240596153161,1
32242,0.017719862177399,1
32931,0.0177155682990067,1
35707,0.0176980180386231,0
32933,0.0176970423526893,0
36531,0.0176935842705529,1
36855,0.0176860949571002,0
31793,0.0176333244290112,1
36523,0.0176015266497678,1
31462,0.017598060246197,0
32806,0.0175938095588199,1
34081,0.0175854031330796,1
32820,0.0175727997946569,0
31527,0.0175433612184328,1
34364,0.0175338326247565,1
34161,0.017530081627765,0
35531,0.0175268907817567,1
31306,0.0175182714324676,0
32750,0.0175153667252063,0
34545,0.0175029552598781,1
35589,0.0174985671831992,0
34058,0.0174968417869757,0
35156,0.0174585632797128,0
33419,0.0174544035492768,0
31270,0.0174442422618924,0
35235,0.0174196507373125,0
35464,0.0174103085559426,0
34076,0.0174007541643362,0
31575,0.0173617825415899,1
36043,0.0173614759444125,0
34151,0.0173558211086414,0
32443,0.0173401241795457,0
36335,0.0173369907895424,1
32000,0.017335659328601,1
35974,0.0173099083835986,1
36511,0.0173070589032807,0
34692,0.0172937617948348,0
31980,0.0172784085990306,0
31303,0.0172620206020365,1
31102,0.0172587392171408,1
34612,0.0172378260618362,1
36915,0.0171970375108576,0
31400,0.0171934537956556,0
33569,0.0171790646485516,1
35686,0.017172903245552,0
31466,0.0171726587465298,1
32677,0.0171706993243196,0
32139,0.0171527786737712,0
31159,0.0171499078641452,0
36221,0.0171422313043806,0
36039,0.0171349222585045,0
34430,0.0171332645738126,0
32566,0.0171234115529194,0
34038,0.0171060080737268,1
33414,0.0171052251840245,0
31947,0.0170983438632475,0
32853,0.0170962837832769,1
35675,0.0170698951656264,0
31685,0.017069167424348,0
32510,0.0170612896801831,0
34477,0.0170533383664203,0
36052,0.0170530262668719,0
32773,0.0170453786905627,1
32227,0.0170414948745012,0
32209,0.0170365498407607,0
34744,0.0170359798091546,0
34140,0.0170162175710615,1
35038,0.0169905814176041,1
34437,0.0169687623983307,0
36337,0.0169679007351737,0
36161,0.0169667695558806,1
32218,0.0169595086989141,1
35609,0.0169268907505746,0
32672,0.0168879006188078,1
32064,0.0168769743892309,1
34325,0.0168629896546394,1
34080,0.0168616432018399,0
35090,0.0168451942465999,1
35383,0.0168441581844996,0
33582,0.0168412231757046,0
36363,0.0168305811753902,0
31446,0.0168291445070374,1
32039,0.0168115471365012,1
35567,0.0168066600095173,0
35691,0.0168065943905939,0
31465,0.0168005708363866,1
34505,0.0167871160148579,0
32873,0.0167712940352955,0
34139,0.0167700147748058,0
36744,0.016767815180614,1
31345,0.0167660310429056,1
33763,0.0167626950347495,1
32018,0.0167614826602188,0
31706,0.0167578307108058,0
35222,0.0167538066553913,0
35092,0.0167535879136346,0
34848,0.0167324076626336,0
34602,0.0166948558499878,1
35841,0.0166942765397691,1
36097,0.0166757267210361,0
32969,0.0166628493799461,0
31388,0.0166609009192976,1
35747,0.0166475458765725,0
36423,0.016636214081371,0
33244,0.0166273778439644,1
35445,0.0166247427745092,0
34473,0.0166067535520081,1
34428,0.0166049741767191,0
33807,0.0165817526909923,0
32918,0.0165793703825142,0
31374,0.0165558734651129,1
35120,0.0165472225264494,0
35204,0.0165418268282129,1
36532,0.0165351748174085,0
35836,0.0165351158240533,1
33619,0.0165291519049588,0
33147,0.0165215022923651,1
36568,0.0165211171792084,0
32942,0.0165203378956732,1
34659,0.0165146185224271,0
31359,0.0165129306139781,1
34843,0.0164963219185032,0
33631,0.0164953080680948,1
36288,0.0164659811020634,1
36623,0.0164647205148137,0
36212,0.0164610007518961,1
32464,0.0164468080975347,1
32185,0.0164407148592601,0
