ID,Betweenness_Centrality,Essentiality
31138,0.0012503948235609,1
31384,0.0012477520912412,0
31724,0.0012424085779646,1
32566,0.0012392780436227,0
33816,0.0012333785373524,0
36075,0.0012238261860697,0
35676,0.0012213691988925,0
32751,0.0012203943316363,1
33163,0.0012112332461968,0
31962,0.0012096551927256,0
35805,0.0011987530710305,0
33405,0.0011972431695043,0
36201,0.0011911410830521,0
35980,0.0011896638346194,1
31930,0.0011873474824125,1
33662,0.0011863728098413,0
36269,0.0011780137608019,1
34455,0.0011776628700992,1
35721,0.0011727101338937,1
31575,0.0011659211298265,1
31987,0.0011639165415815,0
32038,0.0011554915777276,1
36123,0.0011516196803361,0
31957,0.0011413328300686,1
32692,0.0011389653706134,0
31559,0.0011385332763041,0
32786,0.0011368252117123,0
32794,0.0011361482476798,1
35532,0.0011342394931029,0
35762,0.0011255959950247,1
31579,0.001123443340314,1
33503,0.0011204117285184,0
35620,0.0011171875379125,1
33364,0.0011113681163111,1
31753,0.0011071031277075,0
33639,0.0011001573158847,0
32663,0.0010992201597769,1
35681,0.0010984509123465,0
36458,0.0010933293788915,0
30980,0.0010924867441695,0
31502,0.0010922422505103,0
35743,0.0010904725178642,0
36841,0.0010896692922006,0
31040,0.0010887431846119,0
34148,0.0010876262516087,0
32107,0.0010805459778261,1
33631,0.001076743716786,1
30951,0.001074081357559,0
34099,0.0010710136303865,1
31825,0.0010702551657565,1
33667,0.0010563875066131,1
32511,0.0010465809627816,0
36346,0.0010463463209452,0
31631,0.0010441205287067,0
36828,0.0010353883095547,0
33128,0.0010322618848679,1
36353,0.0010317873146059,1
36350,0.0010317674020768,1
31226,0.0010301454784681,0
36639,0.001028770832555,0
33115,0.0010286159161236,1
36490,0.0010284191054345,1
35691,0.0010282488824041,0
31056,0.0010276430213828,0
35976,0.0010192046312913,1
33839,0.0010187979455785,0
32678,0.0010170142327852,1
34268,0.0010060615215935,1
32437,0.0010050676465467,0
34212,0.0010036318394659,1
32124,0.0010032581580487,0
35726,0.0009878383749876,0
33730,0.0009709861657291,0
32257,0.0009683531016381,0
32241,0.0009669792107954,1
32277,0.0009622584694977,0
34644,0.0009606941759364,1
35494,0.0009606749560234,1
33342,0.0009604315737842,1
31734,0.0009595059929649,1
36544,0.0009530405944597,0
36091,0.0009526605137133,0
32417,0.0009507075517821,1
33768,0.0009501978943699,0
31453,0.0009488212754894,0
33087,0.0009478823210481,0
35446,0.0009477288713848,1
31543,0.0009462371476852,1
33044,0.0009424547899743,0
32011,0.0009406703003569,0
32230,0.0009402340666513,1
36005,0.0009356004268233,0
32051,0.000933685916923,1
31381,0.0009335770083265,0
31035,0.0009292829952517,1
34280,0.0009229275586388,0
31581,0.000922057155989,1
31058,0.0009146453712316,0
35831,0.000914364475458,0
35717,0.0009137055291341,0
33656,0.0009120867484222,0
33388,0.0009089885433852,0
36759,0.0009087241964657,1
31147,0.0009071762733417,1
36693,0.0009070788077844,0
34517,0.0009065509477048,1
35972,0.0009060121205203,0
33232,0.0009050601518737,1
36866,0.0009045168192123,0
31229,0.0009036004103623,0
35487,0.0009028857506835,0
30927,0.0009026354582489,1
33763,0.0009015280917274,1
36153,0.0008996623011942,0
32129,0.0008956385278606,0
31114,0.0008952394596753,0
35730,0.0008944036982866,0
31160,0.0008933275480555,0
36723,0.0008919567006332,0
33116,0.0008905021193575,0
31562,0.0008860249418124,1
36525,0.0008857915170343,0
34882,0.0008796042202521,1
36568,0.0008757090768546,0
32354,0.0008737198260365,1
35046,0.0008722973165719,0
35746,0.0008657571827605,0
33991,0.0008648663293904,1
33823,0.0008606747982486,0
32836,0.0008592958341493,1
33844,0.0008578121500192,0
33246,0.0008571179951266,1
36100,0.0008566960717935,0
32949,0.0008524815571985,1
35675,0.0008517277885566,0
32024,0.0008450746608006,0
31828,0.0008448503353741,1
31623,0.0008436640856382,0
35857,0.0008408007331419,0
31231,0.0008390664571765,0
1258591,0.0008385085900817,0
31961,0.0008384940706477,0
35636,0.0008374223644243,0
31245,0.0008364467257104,0
33102,0.0008318788802508,0
34862,0.0008315776957871,1
35413,0.0008275866259267,1
33440,0.0008252919191451,0
34021,0.0008214034257287,0
33874,0.0008190046635536,0
33670,0.0008165866340793,1
34277,0.0008165712610457,0
36513,0.0008139024099485,0
35216,0.0008130784790167,1
31014,0.0008065164664128,0
34391,0.0008046259863461,0
32503,0.0008036708038082,0
36473,0.0007977957593219,0
34449,0.0007972532652307,1
33675,0.0007965671333718,1
35850,0.0007943958251289,1
32735,0.0007868263368962,0
35476,0.0007836483894662,1
31855,0.0007810101684173,0
32296,0.0007767070709447,0
36897,0.000772886357263,1
32035,0.0007723489147762,0
35688,0.0007719551326864,0
32183,0.000771464971587,0
34639,0.0007657225769902,1
31182,0.0007656733860039,1
32996,0.000763776945361,0
33467,0.0007624675489156,0
32764,0.0007599963489053,1
34362,0.0007565410839071,1
34479,0.0007551400471455,0
32117,0.0007543747453061,1
36678,0.0007524591103831,0
35708,0.000751406051392,1
35456,0.0007499732699398,1
32028,0.0007480597961053,1
35221,0.0007467427085859,1
33204,0.0007440112826616,1
33665,0.0007433943083614,0
33938,0.000739932017927,0
33755,0.0007391042198765,1
34649,0.0007379920778793,1
33414,0.0007377344736371,0
31469,0.0007358986883948,0
34984,0.0007351499596275,0
36030,0.0007346033786096,1
34744,0.0007331106156571,0
31016,0.0007330947305848,0
35744,0.0007320885080172,0
33453,0.0007296110216333,0
32114,0.0007291563839688,0
34745,0.000728747461482,0
33829,0.0007274407675505,0
34658,0.0007264411712633,0
32026,0.0007253264353198,1
32995,0.0007246932116744,1
35878,0.0007242626681477,1
35797,0.0007236549051033,0
33242,0.0007235370158621,0
113164,0.0007228531383221,0
35845,0.000721716357955,0
35823,0.0007213395011729,1
33728,0.0007209544666469,1
34392,0.0007203390132123,0
35343,0.0007195384287843,0
36210,0.0007169184500841,0
33200,0.0007163497657838,1
32942,0.0007141910273048,1
34599,0.0007126369316647,1
31965,0.000711183321482,1
33895,0.0007111675090902,0
34429,0.0007091063713763,0
32385,0.0007030758029253,1
33739,0.0007025091740872,1
35819,0.0007018524367068,1
35141,0.0007009022072885,0
34381,0.0006949961564929,1
35346,0.0006930379468349,1
36125,0.0006916173670534,0
33341,0.0006914728854252,1
35097,0.0006900037051119,1
36046,0.0006860906356023,0
36242,0.0006860674163634,0
31643,0.0006855079007222,0
34913,0.0006838901006817,0
35161,0.0006792379400241,0
32213,0.0006792283855723,0
31065,0.0006781273129519,1
32224,0.000676214231748,0
31859,0.0006736059445911,0
32052,0.0006713583057449,0
36838,0.0006705568161205,1
31351,0.0006702158061033,1
34908,0.0006676012223223,0
31601,0.0006663377918043,0
33448,0.0006662291261151,1
34091,0.0006655185011161,0
36483,0.0006638793399764,0
33360,0.0006624872379183,1
35959,0.0006603969022346,0
33933,0.0006581041642871,1
31919,0.0006504856638045,0
32266,0.0006501158779498,1
32027,0.0006462556388514,1
35591,0.0006461403293059,0
34242,0.0006459244527069,1
33981,0.0006447792962915,0
32855,0.0006444077246879,0
35375,0.0006437997857908,1
32897,0.0006433251663469,0
33224,0.0006422471251558,1
31995,0.0006419552182476,1
36256,0.0006419094783909,1
32243,0.0006414090730647,1
33952,0.0006413237690198,0
31249,0.0006377673855138,0
33181,0.0006373784155129,0
31960,0.0006372423670385,1
34967,0.0006364661982107,1
34902,0.0006327785570399,0
31017,0.0006323126987395,0
31901,0.0006318374312471,1
34552,0.0006310329040076,0
32505,0.000628000545634,0
33068,0.0006279937498727,0
35122,0.000627875025976,1
36193,0.0006275761982711,1
34473,0.0006262613337604,1
31217,0.0006248624022894,1
32136,0.0006219522815693,0
32809,0.0006206927836378,0
34110,0.000620126243745,1
36362,0.0006198233736565,1
32289,0.0006187100311987,1
34398,0.0006181689002328,0
31456,0.0006178864690303,1
31700,0.0006178471380735,0
36601,0.000617517871468,0
32890,0.0006159433767569,1
36627,0.0006156630380587,0
34127,0.0006134876774377,0
31463,0.0006131814152564,0
33693,0.0006111983067123,1
31632,0.0006107997638042,0
31222,0.0006098572105572,1
31710,0.0006098322205206,0
36611,0.0006093207812623,0
36861,0.0006092426151081,0
36087,0.000607637397913,1
36310,0.0006049862118322,0
33337,0.0006044175849753,1
34464,0.0006038592220063,0
31320,0.0006034139704153,1
35002,0.0006032709440782,1
34385,0.0006020380989355,0
36918,0.000601386976252,1
33591,0.0006006688801483,0
34054,0.0005997470256172,1
33595,0.0005986248479563,1
32815,0.0005962481258971,0
31300,0.0005943666588723,1
36517,0.0005928930335377,1
36397,0.0005925284386776,0
32270,0.0005918501059193,0
33519,0.000591521460557,0
35468,0.0005849861079386,1
33226,0.0005842945150184,0
31607,0.0005821797748718,0
32118,0.0005819729818815,0
35785,0.0005811611823499,1
36155,0.0005810541036274,0
34058,0.000579225648584,0
36728,0.0005792055032596,0
30971,0.0005789746599831,0
30973,0.0005785218146747,0
33320,0.0005785208797651,0
36403,0.0005732682079893,0
31148,0.000573257982013,0
33992,0.0005729981622542,1
31881,0.0005678389724547,0
33131,0.0005659690718385,1
35690,0.0005658583471435,0
31994,0.0005657192984938,0
31742,0.0005650381974036,0
36679,0.0005644484620234,0
35394,0.0005642005296561,0
33156,0.0005641207887929,0
32835,0.000563962586815,1
35647,0.0005638630613874,0
32458,0.0005636146699184,1
36754,0.0005633870047068,0
35587,0.0005624005286766,0
35014,0.000561314929231,0
33652,0.0005612728975131,1
33045,0.000560952468375,0
32961,0.0005605861620055,1
34997,0.0005583576030158,1
35422,0.0005574262662505,0
33144,0.0005560044038281,0
31467,0.0005559805817033,0
33575,0.0005555256776,0
32366,0.0005550630025734,0
36925,0.0005518107934647,1
34659,0.0005516715875553,0
35049,0.0005516103492281,0
31793,0.0005512190826535,1
35742,0.0005509503846211,0
36068,0.0005507606681223,0
33531,0.0005505813363907,0
33027,0.0005484060352712,0
34752,0.0005479494360175,0
35968,0.0005478943422272,1
33929,0.0005477067210413,1
31178,0.000546001603057,0
34892,0.000545205654901,0
31641,0.0005435914519321,0
34199,0.0005419432510558,1
32881,0.0005415743637746,0
31499,0.0005415612111593,1
35077,0.0005412899221829,1
31278,0.0005397365891602,1
36811,0.0005392508289982,0
35251,0.0005383262732686,1
36214,0.0005325265271732,0
34547,0.0005316828917962,1
36273,0.0005312305908747,1
33483,0.000530643812984,0
34185,0.0005291299277336,0
34097,0.0005282929339683,0
35822,0.0005271232194539,0
34101,0.0005251615211162,0
35696,0.0005240915994124,1
35204,0.0005226295875372,1
33919,0.0005215004284482,0
31446,0.000519879974405,1
32880,0.000518196083368,0
32388,0.0005171086458055,1
34487,0.0005165573049882,0
35603,0.000516351934262,0
32682,0.0005162711179018,0
32428,0.0005152387891972,0
34361,0.0005141659120349,0
36391,0.0005140134539704,0
36832,0.0005136484598136,0
32893,0.0005112279841002,1
32356,0.0005110855697276,0
31339,0.0005099280425485,0
31042,0.0005089190570711,0
32983,0.0005088842243474,0
35957,0.0005087104844592,1
33696,0.0005072144593538,0
32927,0.0005070434035791,0
31191,0.0005050940823358,0
36607,0.0005036460749562,0
32179,0.0005034442687337,1
36552,0.0005023920714962,0
36349,0.0005020108040611,1
34543,0.0004991097980857,0
35832,0.0004982218226757,0
31683,0.000495566430414,1
35211,0.0004940935213469,0
35835,0.0004939059299445,0
32432,0.0004935458544101,1
34568,0.0004935288797653,1
34285,0.0004933958287331,0
36697,0.0004922518695408,1
34078,0.0004916171635069,0
36079,0.0004915494369298,0
36176,0.0004915207078057,0
33808,0.0004896207514714,0
34595,0.0004890322162733,0
31610,0.0004864430215538,1
34032,0.0004855495125094,1
32493,0.0004840470503419,1
35322,0.0004804073803621,1
32891,0.0004800671501296,0
36009,0.0004797919475751,0
36749,0.0004795189489207,1
34057,0.0004788980421305,0
32969,0.0004788848964874,0
36408,0.0004786928583556,1
34342,0.0004783599712705,0
36610,0.0004782313146602,0
32559,0.000476470488737,0
32153,0.0004763974018711,0
33573,0.0004762390679938,0
31918,0.0004757281436098,1
31358,0.0004745094350856,0
36292,0.0004740179647387,1
34594,0.000473119408647,0
34424,0.0004729091813405,1
35541,0.0004718391561583,0
34600,0.0004703695127425,0
34213,0.0004696623088076,0
35659,0.0004694965482627,0
34944,0.0004680818936841,1
33205,0.0004670725118909,0
32827,0.0004670150417503,0
35045,0.0004662154013914,1
33759,0.0004655263505631,1
31788,0.0004622407522499,0
36489,0.0004615886139908,0
36803,0.0004599385593574,0
35927,0.0004582797556204,1
32119,0.0004560616088796,1
34607,0.0004536041084674,0
36104,0.0004534646233927,1
34502,0.0004526997151735,1
35725,0.0004526030520191,0
33518,0.00045149733885,0
35577,0.000451324566413,1
35441,0.0004507270199794,0
31980,0.0004504678545879,0
31143,0.0004497260910914,0
31954,0.0004496463148286,1
34848,0.0004478085456799,0
36253,0.0004474991457616,1
34753,0.0004439349251764,1
32033,0.000442406475247,0
34916,0.0004421764482308,0
36355,0.0004417451177802,1
31916,0.0004407544946571,1
32867,0.0004395510006126,1
34520,0.0004393584862522,0
35170,0.0004387533908524,0
33606,0.0004381687569677,0
34699,0.0004379357676746,0
36354,0.0004367639035292,1
32547,0.0004367052098186,0
36551,0.0004363731918363,1
34018,0.0004356613612606,0
31336,0.000435582477922,0
36011,0.0004344294778134,0
31066,0.0004341286356645,0
31128,0.0004340600612765,0
31740,0.0004336018671993,0
33062,0.000433414341376,0
33212,0.0004330959566403,0
31400,0.0004323305258272,0
32282,0.000432320159033,1
36892,0.0004316226545324,0
32258,0.0004313273875757,1
33121,0.0004312944190876,1
31133,0.0004304918553568,0
33462,0.0004300743153626,0
32627,0.0004286140221539,0
33090,0.0004286036999788,0
34366,0.0004280101563073,1
33316,0.0004277907466103,1
31652,0.0004277176225821,0
34628,0.0004267832162995,1
32600,0.000426749584796,0
31012,0.000425323880655,0
35205,0.0004231818220125,1
35737,0.000422402497461,0
33817,0.0004218727717967,0
31369,0.0004217962383144,0
33040,0.0004201983600025,0
36434,0.0004189322149017,1
33776,0.0004184667946993,1
33579,0.0004167525757283,0
34561,0.0004159716238173,0
33569,0.0004143894412823,1
36430,0.0004139689100117,0
31914,0.0004126659533406,1
32221,0.0004108911439141,1
32115,0.0004107894016907,1
33681,0.000408972932279,1
35128,0.0004088456081959,0
35402,0.0004084183106934,0
31808,0.0004074813961286,0
35795,0.0004066696390562,0
35231,0.0004064113515495,0
36915,0.0004063659140404,0
33717,0.0004060545823781,1
33439,0.0004053685081607,0
31943,0.0004045074063831,1
33762,0.0004043917824958,1
36405,0.0004039021773891,0
36363,0.0004037243742847,0
32329,0.0004023772337601,0
36231,0.0004012433460902,0
36302,0.0003996115224973,0
36271,0.0003992947981874,1
36116,0.0003991423267044,1
35126,0.0003976386903186,1
36531,0.0003976351788793,1
35829,0.0003966107318812,1
36692,0.0003965717874382,0
33349,0.000395863764577,0
31414,0.0003958371313975,1
36026,0.0003956826553682,0
35658,0.0003953346817786,1
34133,0.000394773138552,0
35707,0.0003946484073377,0
36384,0.0003942007888039,0
33086,0.0003941204967247,0
31117,0.0003939857380604,1
34863,0.0003937077226886,0
34950,0.0003933787258301,0
32194,0.0003929261452568,0
34640,0.0003918905896918,1
34403,0.0003908670253565,0
36499,0.0003904323824267,0
32415,0.0003903307111035,0
33965,0.0003902837027549,1
35145,0.0003901276524807,0
31037,0.0003900771352454,0
35766,0.0003897990113773,0
32134,0.0003896701866139,0
31527,0.0003886495610422,1
33941,0.0003876865007757,0
34123,0.0003874681605091,0
35703,0.0003866087833988,1
36625,0.0003862467645156,0
33299,0.0003860038996586,0
35153,0.0003859875338681,0
31612,0.0003832445759406,0
32962,0.0003832204659991,0
36025,0.000383127154479,0
31044,0.0003823840655598,0
33429,0.0003822894401277,0
33227,0.0003822476647687,0
31701,0.0003819674533191,0
35293,0.0003812707402456,1
33049,0.0003810436012291,1
34697,0.0003800440431947,0
34494,0.0003794080620075,0
35569,0.0003790616868869,0
32820,0.000378552141676,0
32608,0.0003780162306871,1
35038,0.0003775835436916,1
32143,0.0003773389451732,1
30941,0.0003765768612852,1
34664,0.0003760623648381,0
31839,0.0003760451251228,1
31345,0.0003753431004411,1
36547,0.0003749059766485,0
31685,0.000374888410407,0
36169,0.0003737045429436,0
34515,0.0003733666297008,1
35524,0.0003731807890815,0
31059,0.0003729842595626,0
32756,0.0003729350860712,1
32229,0.0003726392418747,0
34272,0.0003706700351123,0
32172,0.0003704909478186,0
36054,0.0003692673836857,0
35686,0.0003686466269809,0
36036,0.0003684827187473,0
32498,0.0003678808864807,0
33203,0.0003677807209088,0
31100,0.0003677662990993,0
36856,0.0003671863317081,0
32540,0.0003668867146832,0
32495,0.0003656450064519,0
34112,0.0003656250629899,1
35163,0.000365546261897,0
36142,0.0003649876415133,0
33166,0.0003645221553067,0
32972,0.000363863144977,0
32532,0.0003629198138666,0
31360,0.0003621154246059,0
35973,0.0003617913211461,0
31986,0.0003611305706956,0
32039,0.0003607836634756,1
36931,0.0003596013221206,0
31046,0.0003592067255078,0
35040,0.0003588765475051,0
36598,0.0003583346027797,1
34854,0.0003571385867051,0
32729,0.0003566704020094,0
37085,0.0003560947218758,0
34010,0.0003557325761307,0
36640,0.000355636948156,0
33505,0.0003551665901202,0
36099,0.0003550349113095,1
32137,0.0003548503589175,1
35488,0.000354579622493,1
33515,0.0003541001327158,1
36143,0.0003530458810665,0
35379,0.0003521006030641,0
32014,0.0003507895559444,1
33925,0.0003504852991948,1
32363,0.0003503514934607,0
32306,0.0003501401019902,0
36751,0.0003491863345847,1
36274,0.0003491275235366,1
35024,0.0003487957076965,0
32297,0.0003473840715933,1
33934,0.0003469624524505,0
31885,0.0003467973537802,0
34743,0.0003464396614676,0
33404,0.0003454247194658,1
34447,0.0003454162571268,1
36914,0.0003451099903084,0
31391,0.0003444601234656,0
32530,0.0003441760817713,1
36389,0.0003441644579368,0
35383,0.0003436757159184,0
32871,0.0003435292617035,0
35747,0.0003429442138591,0
31387,0.0003427896159063,1
32933,0.0003426788107041,0
32487,0.0003415952482247,1
33159,0.0003408744806358,1
32391,0.0003405742173646,0
34402,0.0003376706987789,0
32291,0.0003374824190408,1
34129,0.0003373660159653,1
31717,0.0003371764662661,1
35445,0.0003364779312081,0
32279,0.0003354730070896,0
31829,0.0003343845937409,0
33671,0.0003334229205549,1
35285,0.0003331216034703,0
33920,0.000332055356138,1
32227,0.0003320460126723,0
33164,0.0003310455546923,0
31604,0.0003302350748485,0
34334,0.0003297142298765,0
34203,0.0003287063451008,0
32483,0.0003286479723963,0
33383,0.0003284835172695,0
36393,0.0003275164046749,0
32464,0.0003274289026381,1
32573,0.00032739766643,0
33628,0.0003273348244795,0
31174,0.0003271513353758,0
31166,0.0003267765070979,0
32461,0.000326730928878,0
34942,0.000326421808118,1
33432,0.0003249648848722,0
35731,0.0003243079619154,0
34678,0.0003240218714505,0
36516,0.0003236000789253,0
36251,0.0003230774329729,0
32077,0.0003219534205866,0
35800,0.0003216962741597,1
35305,0.000321667153232,1
33994,0.0003209674501717,0
35380,0.0003209571193436,0
33000,0.000319859979938,0
37070,0.0003197683351059,0
32703,0.0003192209788336,1
31642,0.0003191880217197,0
33949,0.0003190351117473,0
35806,0.000318968967581,1
34845,0.0003189434933046,1
31077,0.0003188345872723,0
35223,0.000317223620394,1
35288,0.0003164853664689,1
34955,0.0003156165666323,0
34353,0.000315606157677,0
31706,0.0003150871652488,0
34248,0.0003149360602892,1
31983,0.0003141258755011,0
34625,0.0003140043714006,1
31845,0.0003134373867983,0
32368,0.0003129873033261,0
31755,0.0003128427121439,0
35733,0.0003126116026734,0
33610,0.0003123982516904,0
32807,0.0003116455757989,0
34534,0.0003107308994888,0
33263,0.0003102065766541,0
34019,0.000309964627225,0
31115,0.000309661778323,0
32691,0.0003096131992049,0
34079,0.0003095432164929,0
34724,0.0003095276913912,1
36451,0.0003093450201093,0
34080,0.0003092926280549,0
33127,0.0003092589394418,0
34887,0.0003091939302726,1
35426,0.0003081483204816,0
32040,0.0003078490181206,1
33847,0.0003074139157351,1
33899,0.0003067757962229,0
31703,0.0003064655579037,0
34156,0.0003051829357594,0
30968,0.0003049410193792,0
34109,0.0003046658239977,1
32246,0.0003042548312327,0
32720,0.0003037310497125,0
33056,0.0003036775906517,1
33506,0.0003028855647435,0
35156,0.0003026265232521,0
36744,0.000302460832271,1
31801,0.0003023997115189,1
33266,0.0003018150543358,1
31031,0.0003018143664983,0
34481,0.000301507286651,0
32662,0.0003005780773085,1
32712,0.0003001629061897,1
33311,0.0003001307162294,0
36258,0.0002998686777907,1
35951,0.000299049582627,0
33526,0.0002989418072236,0
31636,0.0002986941568272,0
36562,0.0002986419320212,0
36924,0.00029853312437,1
34492,0.0002980192548742,0
33481,0.0002971495906923,0
34252,0.0002966718640424,1
32851,0.0002966065013342,1
32330,0.0002961781799538,0
31635,0.0002956326529402,0
34941,0.0002955322544222,0
36905,0.000295438475905,0
33247,0.0002952090833261,0
31959,0.0002951815056669,1
32021,0.0002948418524812,0
35146,0.0002947141144662,1
31265,0.0002936788701881,1
34460,0.0002932772428982,0
35028,0.0002927898693043,0
33250,0.0002926946700047,0
35460,0.0002922536143724,1
34654,0.0002921070805089,0
35376,0.0002917018534062,1
36061,0.0002914060226325,0
34477,0.0002913064981814,0
32191,0.0002911701031342,0
36445,0.0002910959288357,0
32544,0.0002899289967177,0
32641,0.0002896441928619,0
35750,0.0002895590056295,0
33424,0.0002892132710329,1
32151,0.0002891781953977,0
35017,0.0002889143150014,0
31266,0.0002887775220743,0
35990,0.0002887366524918,0
35706,0.0002882969713684,0
35801,0.0002882672422758,0
32177,0.0002881168676271,0
36937,0.0002877771335059,0
34152,0.0002874172543004,0
31838,0.0002867696807068,1
33386,0.000286698325027,1
36622,0.0002864624027041,1
35931,0.0002864086304457,1
35414,0.0002863946777132,1
35401,0.000286346419411,0
32842,0.0002862014396733,1
35234,0.0002860531112111,1
34996,0.0002860424737387,0
34528,0.0002859220416321,0
31473,0.0002859210906716,0
34153,0.0002857654932585,0
31509,0.0002851416194081,0
32886,0.0002849283631386,0
33317,0.0002849117715218,1
31561,0.0002844265368853,0
33612,0.0002843737327015,0
31905,0.0002842536322635,0
36854,0.0002840589258432,0
36673,0.000283805390563,0
31390,0.0002837228295147,0
34852,0.0002837026322796,0
33400,0.0002835942711065,0
33336,0.0002835417091882,0
32830,0.0002832866245636,0
36131,0.0002831862036881,0
33407,0.0002830178936101,0
35871,0.0002829809357612,1
36317,0.0002829211386244,0
34617,0.0002824171406732,0
36588,0.0002822497169222,0
36097,0.0002819771620797,0
32866,0.0002819052733944,0
32160,0.0002810341070426,0
35207,0.0002808156713784,0
32528,0.0002807714423113,0
35715,0.0002792152695794,1
36572,0.0002789412736598,0
1258706,0.0002786134398648,0
34440,0.0002785124461217,0
35148,0.0002784214006168,0
31209,0.0002784082061203,1
34885,0.000278192578726,1
33747,0.0002781479120862,1
34641,0.0002778034889121,0
35672,0.0002777780745674,0
36466,0.000277488111398,0
33261,0.0002770114547561,0
33039,0.0002764827021852,0
35069,0.0002764432250374,0
35519,0.0002763634133407,0
36200,0.0002760046673942,0
33043,0.0002759736814871,0
35606,0.0002758338264779,1
32342,0.0002757607956826,0
34039,0.0002756935866276,0
31028,0.0002754200472293,0
30949,0.0002753597723873,0
31032,0.0002752583667545,1
32704,0.0002751165811461,0
31397,0.0002750139777595,0
36714,0.0002748624111653,0
